Source IP,Destination IP,Destination Port,Bwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Packet Length Variance,Packet Length Mean,Packet Length Std,Min Packet Length,Max Packet Length,Average Packet Size,Total Length of Fwd Packets,Total Length of Bwd Packets,Bwd Packets/s,Fwd Packets/s,Init_Win_bytes_forward,Fwd Packet Length Min,Fwd Packet Length Max,Fwd Header Length,Bwd Header Length,Subflow Fwd Packets,Subflow Bwd Packets,Subflow Bwd Bytes,Avg Bwd Segment Size,Flow IAT Std,Fwd IAT Max,URG Flag Count,ACK Flag Count,PSH Flag Count,SYN Flag Count,FIN Flag Count,Active Min,Idle Std,Flow IAT Mean,Flow IAT Max,Fwd IAT Std,Fwd Packet Length Mean,Avg Fwd Segment Size,Flow Bytes/s
192.168.56.1,192.168.56.101,80,66,3526,931.0,1730.0,1468266.125,543.125,1211.7203163271631,66,3526,543.125,621,3724,6.901505995598429,6.901505995598429,502,66,423,1995,2028,4,4,3724,931.0,0.1351519192572305,0.34820127487182617,0,8,2,0,2,0.00023818016052246094,0.1351519192572305,0.08279766355242048,0.34692955017089844,0.17692765913848574,155.25,155.25,7496.760887718793
192.168.56.1,192.168.56.101,80,66,3526,1219.3333333333333,1997.631931396105,1470294.6964285714,536.875,1212.5570899667246,66,3526,536.875,637,3658,8.56227957062416,14.270465951040267,502,66,373,2497,1521,5,3,3658,1219.3333333333333,0.1297378644094317,0.3445303440093994,0,8,2,0,2,7.581710815429688e-05,0.1297378644094317,0.05005342619759696,0.34424448013305664,0.17130740674052936,127.4,127.4,12258.33025194359
192.168.56.1,192.168.56.101,80,66,3526,1219.3333333333333,1997.631931396105,1467779.4285714286,545.0,1211.5194709832065,66,3526,545.0,702,3658,8.586029436851335,14.310049061418892,502,66,438,2497,1521,5,3,3658,1219.3333333333333,0.1308133757871343,0.3470447063446045,0,8,2,0,2,1.3589859008789062e-05,0.1308133757871343,0.04991497312273298,0.3465700149536133,0.17313142165586953,140.4,140.4,12478.362781557273
192.168.56.1,192.168.56.101,80,66,3526,1219.3333333333333,1997.631931396105,1470924.5,535.25,1212.8167627469534,66,3526,535.25,624,3658,8.556416439205702,14.260694065342838,502,66,360,2497,1521,5,3,3658,1219.3333333333333,0.13049167130805628,0.3466160297393799,0,8,2,0,2,1.1682510375976562e-05,0.13049167130805628,0.05008772441319057,0.34600090980529785,0.17265176581833744,124.8,124.8,12212.858397559605
192.168.56.1,192.168.56.101,80,66,66,66.0,0.0,0.0,66.0,0.0,66,66,66.0,198,132,3205.429117309897,4808.143675964845,491,66,66,1493,1014,3,2,132,66.0,0.00016454145492502434,0.0005254745483398438,0,5,0,0,2,4.172325134277344e-05,0.00016454145492502434,0.00015598535537719727,0.0003960132598876953,0.00030194002273204487,66.0,66.0,528895.804356133
192.168.56.1,192.168.56.101,80,66,3526,1219.3333333333333,1997.631931396105,1470294.6964285714,536.875,1212.5570899667246,66,3526,536.875,637,3658,5.792664169983174,9.65444028330529,502,66,373,2497,1521,5,3,3658,1219.3333333333333,0.19315915273487425,0.5124406814575195,0,8,2,0,2,8.58306884765625e-06,0.19315915273487425,0.07398520197187151,0.5120134353637695,0.25532324205843804,127.4,127.4,8293.164203359243
192.168.56.101,192.168.56.1,56871,66,66,66.0,0.0,0.0,66.0,0.0,66,66,66.0,132,66,35.98438559013032,71.96877118026065,507,66,66,1014,501,2,1,66,66.0,0.01902188425733074,0.02734541893005371,0,3,0,0,1,0.0004444122314453125,0.01902188425733074,0.013894915580749512,0.02734541893005371,0.0,66.0,66.0,7124.908346845804
192.168.56.101,192.168.56.1,52303,66,66,66.0,0.0,1029780.2857142857,498.5,1014.7809052767428,66,2962,498.5,3724,264,1858.559432812673,1858.559432812673,507,66,2962,2028,1990,4,4,264,66.0,0.0005300773528412603,0.0014812946319580078,0,8,2,0,2,8.821487426757812e-06,0.0005300773528412603,0.0003074577876499721,0.001428365707397461,0.000737793294543946,931.0,931.0,1852983.754514235
192.168.56.1,192.168.56.101,80,66,3526,933.0,1728.6707803010574,1181560.5444444444,444.9,1086.996110593062,66,3526,444.9,717,3732,11.41162818854213,17.117442282813194,64240,66,379,66737,66681,6,4,3732,933.0,0.11390908146999704,0.34296298027038574,0,9,2,2,2,3.504753112792969e-05,0.11390908146999704,0.03894662857055664,0.3426837921142578,0.1525421989070086,119.5,119.5,12692.583452705983
192.168.56.1,192.168.56.101,80,66,66,66.0,0.0,0.0,66.0,0.0,66,66,66.0,198,66,62.9907788423993,188.9723365271979,491,66,66,1493,507,3,1,66,66.0,0.009128680176761873,0.01586604118347168,0,4,0,0,2,9.298324584960938e-06,0.009128680176761873,0.00529177983601888,0.01583266258239746,0.011212410403050162,66.0,66.0,16629.565614393417
192.168.56.1,192.168.56.101,80,66,3526,933.0,1728.6707803010574,1181044.6222222222,450.8,1086.7587691029792,66,3526,450.8,776,3732,10.526226763012055,15.789340144518082,64240,66,438,66737,66681,6,4,3732,933.0,0.11876334731665551,0.3590519428253174,0,9,2,2,2,1.049041748046875e-05,0.11876334731665551,0.04222257932027181,0.35855627059936523,0.1584389638561552,129.33333333333334,129.33333333333334,11863.057561914586
192.168.56.101,192.168.56.1,64042,66,66,66.0,0.0,0.0,66.0,0.0,66,66,66.0,66,66,657.414420062696,657.414420062696,507,66,66,507,501,1,1,66,66.0,0.0,0.0,0,2,0,0,1,0.0015211105346679688,0.0,0.0015211105346679688,0.0015211105346679688,0.0,66.0,66.0,86778.70344827586
